Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,138
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4556
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,599725
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,4336
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,107666
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,482153
2018.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,3
2018.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,5568
2018.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,437504
2018.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,145359
2018.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,292145
2018.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,-0
2018.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,599725
2018.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,862701
2018.03,Corporate business enterprises,141,Financial assets Closing balance Total financial assets,LE00000,AFA0000,292080
2018.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2018.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,36453
2018.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,2511
2018.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,56188
2018.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,102104
2018.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,3244
2018.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3633
2018.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,87948
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,881007
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,36318
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,249536
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,508729
2018.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4327
2018.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,82097
2018.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,570620
2018.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,333017
2018.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,237603
2018.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-18307
2018.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,862701
2018.03,Central bank,211,Closing balance total assets,LE00000,A000000,29056
2018.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,28978
2018.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2018.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,12546
2018.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,14659
2018.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,1056
2018.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,155
2018.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2018.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,512
2018.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,50
2018.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,29056
2018.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2018.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,22705
2018.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,613
2018.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,1700
2018.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2973
2018.03,Central bank,211,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2018.03,Central bank,211,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,593
2018.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,472
2018.03,Central bank,211,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,78
2018.03,Central bank,211,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,52
2018.03,Central bank,211,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,26
2018.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2018.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,29056
2018.03,Registered banks,221,Closing balance total assets,LE00000,A000000,530035
2018.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,522340
2018.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2018.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,19319
2018.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,42515
2018.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,438325
2018.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,55
2018.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2018.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,18034
2018.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4093
2018.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,543722
2018.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2018.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,330687
2018.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,114961
2018.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,25585
2018.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,50797
2018.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2018.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,16181
